Tokens,Tags,Polarities
"['الفندق', 'متوسط', '،', 'قاعه', 'رجال', 'الاعمال', 'رائعه', '-', 'تحتاج', 'الي', 'التحديث']","[1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]","[2, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1]"
"['كان', 'الافطار', 'عاديا', 'بالرغم', 'من', 'وجود', 'الكثير', 'من', 'الخيارات', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['كان', 'الحمام', 'في', 'حاجه', 'الي', 'التجديد', '.', '.', 'هناك', 'بلاطات', 'مكسوره', 'وعفن', 'في', 'الملاط', '،', 'الخ', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['تتميز', 'قاعه', 'رجال', 'الاعمال', 'بالمناظر', 'الرائعه', '.', 'تقع', 'المطاعم', 'في', 'الجوار', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['موقع', 'ممتاز', '،', 'لكن', 'الفندق', 'مكلف', 'انا', 'انتقل', 'الي', 'موسكو', 'وقبل', 'ان', 'احصل', 'علي', 'شقتي', 'الخاصه', '،', 'اقمت', 'في', 'كل', 'من', 'ماريوت', 'اورورا', 'وماريوت', 'جراند', '.', 'وقد', 'فضلت', 'اورورا', 'بسبب', 'موقعه', 'المركزي', 'وفضلت', 'جراند', 'بسبب', 'الغرف', '.', 'اعتمادا', 'علي', 'اهميه', 'كل', 'منهما', 'بالنسبه', 'لك', '،', 'لا', 'يمكن', 'ان', 'تخطا', 'الاختيار', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'يستحق', 'الاقامه', '-', 'احببت', 'الشاطيء', 'و', 'الغوص', 'مكثت', 'في', 'فندق', 'هيلنان', 'في', 'اكتوبر', '2011', '.', 'في', 'الاصل', 'فانني', 'جئت', 'و', 'اشتريت', 'تذكره', 'ليوم', 'واحد', 'لامارس', 'رياضه', 'الغوص', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الموظفون', 'ودودون', 'للغايه', '.', 'ثم', 'قررت', 'ان', 'اعود', 'و', 'حجزت', 'ثلاث', 'ليال', '.', 'تم', 'تحديث', 'الغرفه', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['وجبه', 'الافطار', 'كانت', 'رائعه', '.', 'الارض', 'و', 'الشاطيء', 'كانوا', 'علي', 'درجه', 'عاليه', 'من', 'النظافه', '.']","[1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'فخم', 'و', 'اداره', 'محترمه', 'لان', 'الموظفين', 'متعاونين', 'و', 'يعملون', 'علي', 'راحه', 'العميل', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, 2, -1, -1, 2, -1, -1, -1, -1, 2, 2, -1]"
"['و', 'موقع', 'ممتاز', 'و', 'قريب', 'من', 'الحرم', 'المكي', 'الشريف', 'لا', 'توجد', 'مشاكل', 'في', 'الصعود', 'و', 'النزل', 'للذهاب', 'للحرم', 'لكثره', 'المصاعد']","[0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['بالنسبه', 'للمطاعم', 'فهي', 'ممتازه', 'من', 'حيث', 'كميه', 'الاطعمه', 'و', 'تنوعها', 'و', 'خدمه', 'الموظفين', 'بالمطعم']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, 2, 2, -1]"
"['لا', 'انصح', 'ابدا', 'بزياره', 'هذا', 'الفندق']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['لا', 'انصح', 'ابدا', 'بزياره', 'هذا', 'الفندق']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['حيث', 'ان', 'مديره', 'الاستقبال', 'قامت', 'باهانتي', 'امام', 'الموظفين', 'واسرتي', '.', 'لانني', 'حاولت', 'التعليق', 'علي', 'ان', 'الموظف', 'يعاملني', 'باسلوب', 'غير', 'لائق', 'وهو', 'يدخن', 'وعندما', 'سالت', 'عنها', 'اجابوني', 'انها', 'front', 'office', 'manager']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['احصل', 'علي', 'غرفه', 'جميله', 'تطل', 'علي', 'ميناء', 'المدينه']","[0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1]"
"['الفندق', 'نظيف', 'وكذلك', 'الغرفه']","[1, 0, 0, 1]","[2, -1, -1, 2]"
"['ووفر', 'فريق', 'العمل', 'المتعاون', 'خدمه', 'ودوده']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['ملائم', 'للوصول', 'الي', 'مختلف', 'انحاء', 'هونج', 'كونج', 'بمسافه', 'سير', 'قصير', 'الي', 'يونيفرستي', 'ستيشن', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['التنقل', 'بين', 'المطار', 'والفندق', 'بسياره', 'الاجره', 'يستغرق', 'حوالي', '30', 'دقيقه', '،', 'وقد', 'يتكلف', '280', 'دولار', 'هونج', 'كونج', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'جيد', 'جدا', 'الفندق', 'في', 'موقع', 'قريب', 'من', 'الحرم', 'النبوي', 'و', 'يسهل', 'الوصول', 'اليه', 'من', 'المطار', '!', 'الاستقبال', 'كان', 'جيدا', 'و', 'الموظفون', 'كانوا', 'ودودين']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 2, -1, -1]"
"['فندق', 'مريح', 'وجميل', 'الفندق', 'مميز', 'و', 'نظيف', 'ديكور', 'الغرف', 'يلفت', 'النظر']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['رهيب', 'وصلت', 'متاخرا', 'في', 'منتصف', 'الليل', '.', 'حصلت', 'علي', 'سرير', 'في', 'غرفه', 'غير', 'مرتبه', '،', 'مع', 'العديد', 'من', 'الرجال', 'الذين', 'كانوا', 'يشخرون', 'في', 'نومهم', 'بالفعل', '.', 'الرجال', 'والنساء', 'كانوا', 'ينامون', 'في', 'نفس', 'الغرفه', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['بعض', 'الناس', 'كانوا', 'يحتفلون', 'حتي', 'بعد', 'الساعه', '3', ':', '00', 'صباحا', '.', 'المطبخ', 'ضعيف', 'الاضاءه', '.', 'بعض', 'الناس', 'كانوا', 'يبصقون', 'في', 'حوض', 'المطبخ', 'مباشره', '.', '.', '.', '.', 'رفضت', 'زوجتي', 'النوم', 'في', 'مثل', 'هذا', 'الوضع', '،', 'وقضت', 'الليله', 'علي', 'كرسي', '.', 'علي', 'وشك', 'الطلاق', '.', '.', '.', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ولا', 'ينقص', 'الفندق', 'الا', 'توفير', 'المواقف', 'و', 'النت', 'يكون', 'مجاني']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, 0, -1, -1]"
"['الغرف', 'مؤثثه', 'بشكل', 'جيد', '.', 'مساحه', 'المطبخ', 'جيده', 'جدا', '.']","[1, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[1, -1, -1, -1, -1, 1, 1, -1, -1, -1]"
"['الغرف', 'لم', 'يكن', 'يتم', 'تنظيفها', 'بشكل', 'جيد', 'فهم', 'يكتفون', 'بتغيير', 'المناشف', 'وغطاء', 'السرير', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مقلب', 'نفايات']","[0, 0]","[-1, -1]"
"['يستحق', 'المال', 'مكثنا', 'في', 'فندق', 'بالم', 'بيتش', 'لمده', 'اسبوعين', '،']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['و', 'كان', 'من', 'دواعي', 'سروري', 'ان', 'اكون', 'هناك', '.', 'كانت', 'الغرفه', 'كبيره', 'ونظيفه', 'مع', 'شرفه', 'كبيره', 'مليئه', 'بالزهور', '.', 'منظر', 'جزئي', 'لحمام', 'السباحه', 'و', 'البحر', 'الاحمر', '.', 'كانت', 'الحركه', 'كل', 'يوم', 'مع', 'بعض', 'الحفلات', 'الموسيقيه', 'في', 'المساء', '.', 'طعام', 'جيد', 'و', 'اشياء', 'لطيفه', '.', 'يوجد', 'هنالك', 'مركز', 'للغوص', 'في', 'منطقه', 'الفندق', ',', 'ولكنني', 'قررت', 'ان', 'اذهب', 'الي', 'مكان', 'اخر', '.', 'برايي', ',', 'لقد', 'استحق', 'المال', 'الذي', 'دفعناه', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'هليتون', 'لونج', 'بيتش', 'رائع', 'بجد', 'فندق', 'جميل', 'في', 'كل', 'شي', 'تعامل', 'موظفين', 'رائع', 'قضيت', 'خمس', 'ايام', 'في', 'فندق', 'تاني', 'في', 'الغردقه', 'وكونت', 'مضيق', 'جدا', 'ولكن', 'ذهبت', 'فندق', 'هليتون', 'لونج', 'بتش', 'لقيت', 'معامله', 'مختلفه', 'تماما']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الا', 'انه', 'احيانا', 'يكون', 'هناك', 'بعض', 'الازدحام', 'في', 'صاله', 'الافطار', '.', '.', 'الفندق', 'لايحتوي', 'علي', 'مطعم', 'لكنه', 'يحتوي', 'علي', 'بوفيه', 'مشهي']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 2, -1, -1, -1, 2, -1]"
"['انصح', 'به', 'كفندق', 'في', 'المدينه', 'المنوره', 'لقربه', 'من', 'الحرم', 'النبوي', 'الشريف', 'و', 'خدمته', 'الجيده', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, -1, 2, -1, -1]"
"['فندق', 'دار', 'الغفران', 'الفندق', 'يقع', 'في', 'ابراج', 'الصفوه', 'قريب', 'جدا', 'من', 'الحرم', 'باب', 'الملك', 'عبدالعزيز']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['حجم', 'الغرف', 'صغير', 'سكنت', 'غرفه', 'بسريرين', 'وكنب', 'يتحول', 'لمرتبه', 'حجم', 'الغرفه', 'تقريبا', 'يوجد', 'غلايه', 'وثلاجه']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['وبالنسبه', 'للفندق', 'كان', 'روعه', 'ونظافه', 'وامان', ',', 'حيث', 'كانت', 'اللمسات', 'الدقيقه', 'حاضره', 'بجميع', 'اقسام', 'الفندق', 'طبعا', 'واكرر', 'شكري', 'الي', 'مديرالفندق']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['عدم', 'تجهيز', 'الغرفه', 'وعدم', 'توافقها', 'مع', 'الحجز', 'والطلبات', 'المسبقه', '.', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['.', '.', 'تخيير', 'النزيل', 'بغرف', 'بديله', 'لا', 'تتوافق', 'مع', 'المطلوب', 'والمشكله', 'انه', 'يطلب', 'منك', 'الاقامه', 'منك', 'بنفس', 'السعر', 'مستغلا', 'ارهاقك', 'من', 'السفر', 'وارتداءك', 'للاحرام', 'استعداد', 'للعمره', '!', '!', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['و', 'حصول', 'موظفي', 'الاستقبال', 'علي', 'مبالغ', 'اضافيه', 'بحجه', 'انها', 'للفندق', 'للحصول', 'علي', 'غرف', 'مطله', 'علي', 'الحرم', 'بالرغم', 'من', 'دفعي', 'لهذه', 'المبالغ']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['3', 'نجوم', 'لا', 'اكثر', '!']","[0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1]"
"['الغرف', 'مؤثثه', 'باثاث', 'قديم', '،', 'الابواب', 'متهرئه']","[1, 0, 0, 0, 0, 1, 0]","[0, -1, -1, -1, -1, 0, -1]"
"['العمال', 'في', 'الفندق', 'لا', 'يحترمون', 'خصوصيه', 'الضيوف', 'بتاتا', 'يدخلون', 'الغرف', 'بدون', 'استئذان', 'وفي', 'اي', 'وقت', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ببساطه', 'لن', 'اكرر', 'زيارتي', 'لهذا', 'الفندق', 'ابدا', 'والمبلغ', 'المالي', 'الذي', 'دفعته', 'لا', 'يعادل', 'الخدمه', 'التي', 'حصلت', 'عليها', '.', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['فندق', 'ذو', 'مستوي', 'جيد', 'جدا']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['يتميز', 'الفندق', 'بالنظافه', 'وذو', 'غرف', 'جيده', 'المستوي']","[0, 1, 0, 0, 1, 0, 0]","[-1, 2, -1, -1, 2, -1, -1]"
"['عيب', 'جوده', 'الفندق', 'هبط', 'كما', 'تهبط', 'الطائره', 'عند', 'النزول', 'جاين', 'في', 'رمضان', 'حاجزين', 'باقطار', 'و', 'سحور', '،', 'و', 'الفندق', 'مليان', 'اكثر', 'من', 'اللازم', 'حتي', 'تركنا', 'المطعم', 'لشده', 'الضغط', 'عليه', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['و', 'مع', 'ذللك', 'لا', 'قهوه', 'فيها', 'و', 'لا', 'الشاي', 'مستوي', 'ثلاث', 'نجوم', 'ما', 'وصل', 'لا', 'افطار', 'و', 'لا', 'سحور', 'عيب', 'عليكم', 'يا', 'فندق', 'شذا']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1]"
"['المكان', 'ده', 'اسوء', 'مكان', 'قضيت', 'فيه', 'اجازه', '.', '.', '.', '.', 'متحاولش', 'تقضي', 'اجازتك', 'في', 'الفندق', 'ده', '.', '.', '.', '.', 'لانه', 'ببساطه', 'مش', 'هتلاقي', 'فيه', 'حاجه', 'تقضي', 'فيها', 'وقتك', '.', '.', '.', 'الاكل', 'سيء', 'سيء', 'لابعد', 'الحدود', 'الفندق', 'بيقفل', 'الساعه', '12', 'وببساطه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['جيد', 'لميزانيه', 'محدوده', 'الفندق', 'مقبول', 'من', 'جميع', 'النواحي', '.', 'لن', 'تتعجب', 'وتقول', 'واو', 'ولكنك', 'لن', 'تستاء', 'ايضا', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مستوي', 'النظافه', 'في', 'الفندق', 'مقبول', '،', 'ولم', 'يكن', 'التكييف', 'مشكله', 'بالنسبه', 'لي', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['الموظفون', 'ودودون', 'ومتجاوبون', '،', 'والفندق', 'قريب', 'من', 'الحرم', '.']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","[2, -1, -1, -1, -1, -1, -1, 2, -1]"
"['وفي', 'النهايه', 'فان', 'كل', 'هذا', 'بنصف', 'سعر', 'اي', 'فندق', 'اخر', 'من', 'نفس', 'المستوي', '(', '250', 'ريال', 'سعوي', ')', 'لغرفه', 'مزدوجه', '.', 'بالاجمال', '،', 'اوصي', 'به', 'لاقامه', 'قصيره', 'او', 'اذا', 'كانت', 'ميزانيتك', 'محدوده']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['ولكن', 'عندما', 'تنقلت', 'الي', 'شقه', '505', 'وجدتها', 'فسيحه', 'مع', 'الديكور', 'من', 'الطراز', 'الاول', 'مع', 'انه', 'انيق', 'ولكن', 'نطرا', 'الي', 'انني', 'عضو', 'يستحق', 'امتيازات', 'ستاروود']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['نظيف', 'لكن', 'لا', 'اوصي', 'به', 'للاصدقاء']","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]"
"['اقمت', 'هناك', 'في', 'غرفه', 'نظيفه', 'جدا', 'ولكنها', 'كانت', 'قديمه', 'الطراز', '،', 'ما', 'جعلني', 'اانتقل', 'وابحث', 'عن', 'فندق', 'اخر']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['لم', 'تعجبني', 'ايضا', 'الطريقه', 'التي', 'عاملني', 'بها', 'انا', 'واصدقائي', 'موظف', 'الاستقبال', '.', 'لم', 'تكن', 'هذه', 'طريقه', 'التعامل', 'مع', 'النزلاء', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['فندق', 'باهت', '،', 'لكنه', 'نظيف', 'فندق', 'سانتانا', 'يعتبر', 'قريبا', 'من', 'الطبقه', 'المتوسطه', 'حيث', 'يقدرون', 'عليه', '.', 'الردهه', 'فسيحه', 'وبها', 'العديد', 'من', 'الاماكن', 'للاسترخاء', '.', 'وهناك', 'خدمه', 'واي', 'فاي', 'متاحه', 'بعد', 'شراء', 'حقها', 'من', 'المقهي', '،', 'وكان', 'الاتصال', 'ذو', 'سرعه', 'معتدله', 'ويمكن', 'الاعتماد', 'عليها', '،', 'ولكنه', 'متاح', 'في', 'الردهه', 'فقط', '.', 'المكان', 'علي', 'بعد', 'بضعه', 'شوارع', 'من', 'النيل', 'ولكن', 'من', 'الصعب', 'الوصول', 'اليه', 'علي', 'الاقدام', '،', 'وهناك', 'بوفيه', 'مفتوح', 'من', 'الافطار', 'المصري', 'المتوسط', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1]"
"['فندق', 'راقي', 'جدا', 'وجميل', 'وهادئ', 'ويستحق', '5', 'نجوم', 'وانا', 'حجزت', 'جناح', 'مطل', 'عالكعبه', 'الشريفه', 'وكان', 'المنظر', 'جدا', 'جميل', 'حيث', 'تشاهد', 'الكعبه', 'دائما', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, 2, -1, -1, -1, -1, 2, -1, -1]"
"['اللوبي', 'صغير', 'جدا', 'وزحمه', 'وايضا', 'لا', 'تتوفر', 'غرف', 'للمدخنين', 'اللا', 'ان', 'تدخن', 'ولا', 'احد', 'يدري', 'عنك', 'بالغرفه', 'او', 'الحمام', '.']","[1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
